,DST_TO_SRC_SECOND_BYTES,FLOW_DURATION_MICROSECONDS,FLOW_DURATION_MILLISECONDS,IN_BYTES,IN_PKTS,L4_SRC_PORT,OUT_BYTES,OUT_PKTS,PROTOCOL_MAP,SRC_TO_DST_SECOND_BYTES,TCP_FLAGS,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,TCP_WIN_MIN_IN,TCP_WIN_MIN_OUT,TCP_WIN_MSS_IN,TCP_WIN_MSS_OUT,TCP_WIN_SCALE_IN,TCP_WIN_SCALE_OUT,L7_PROTO_NAME,TOTAL_FLOWS_EXP,LABEL
228,0,0,0,60,1,47626,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,77251719,0
229,52,29372,29,41,1,62348,52,1,1,41,16,508,294,508,294,0,0,0,0,TLS.Google,77251720,0
230,40,415,0,40,1,61953,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,77251721,0
231,57,33058,33,57,1,36728,57,1,2,57,0,0,0,0,0,0,0,0,0,DNS,77251722,0
232,0,9264205,9264,144,3,1134,0,0,2,48,0,0,0,0,0,0,0,0,0,STUN.Messenger,77251723,0
233,0,9264219,9264,228,3,0,0,0,3,76,0,0,0,0,0,0,0,0,0,ICMP,77251724,0
234,113,32938,32,92,1,40036,113,1,2,92,0,0,0,0,0,0,0,0,0,DNS,77251725,0
235,226,70478,70,184,2,61613,226,2,2,184,0,0,0,0,0,0,0,0,0,DNS,77251726,0
236,40,283536,283,52,1,52962,40,1,1,52,22,64240,0,64240,0,1460,0,8,0,Unknown,77251727,0
237,0,0,0,40,1,53792,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,77251728,0
238,40,243,0,52,1,63102,40,1,1,52,22,64240,0,64240,0,1372,0,8,0,Unknown,77251729,0
239,88,34815,34,84,1,52655,88,1,2,84,0,0,0,0,0,0,0,0,0,DNS.Google,77251730,0
240,154,36358,36,122,2,54481,154,2,2,122,0,0,0,0,0,0,0,0,0,DNS.Google,77251731,0
241,268,1045,1,172,2,50473,268,2,2,172,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,77251732,0
242,40,321,0,52,1,54355,40,1,1,52,22,8192,0,8192,0,1360,0,2,0,Unknown,77251733,0
243,3023,133188,133,2272,6,54482,3023,9,2,2272,0,0,0,0,0,0,0,0,0,QUIC.Google,77251734,0
244,57,32840,32,57,1,34909,57,1,2,57,0,0,0,0,0,0,0,0,0,DNS,77251735,0
245,113,33293,33,92,1,60310,113,1,2,92,0,0,0,0,0,0,0,0,0,DNS,77251736,0
246,226,69420,69,184,2,57113,226,2,2,184,0,0,0,0,0,0,0,0,0,DNS,77251737,0
247,40,283511,283,52,1,52962,40,1,1,52,22,64240,0,64240,0,1460,0,8,0,Unknown,77251738,0
248,126,29913,29,72,1,57873,126,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,77251739,0
249,40,251,0,52,1,63102,40,1,1,52,22,64240,0,64240,0,1372,0,8,0,Unknown,77251740,0
250,52,34904,34,52,1,47696,52,1,1,52,16,501,265,501,265,0,0,0,0,Google,77251741,0
251,40,367,0,44,1,55668,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,Unknown,77251742,0
252,153,363,0,73,1,55067,153,1,2,73,0,0,0,0,0,0,0,0,0,DNS,77251743,0
253,40,347,0,52,1,54791,40,1,1,52,22,64240,0,64240,0,1288,0,8,0,Unknown,77251744,0
254,48,60673799,60673,168,4,50786,528,13,1,88,19,64240,64240,8192,64240,1460,1460,0,0,HTTP,77251745,0
255,116,36036,36,88,1,60204,116,1,2,88,0,0,0,0,0,0,0,0,0,DNS.Google,77251746,0
256,121,36424,36,83,1,51477,121,1,2,83,0,0,0,0,0,0,0,0,0,DNS.Google,77251747,0
257,93,36065,36,89,1,47348,93,1,2,89,0,0,0,0,0,0,0,0,0,DNS.Google,77251748,0
258,230,111182,111,130,2,59366,230,2,2,130,0,0,0,0,0,0,0,0,0,DNS.Google,77251749,0
259,353,48027,48,65,1,59366,353,1,2,65,0,0,0,0,0,0,0,0,0,DNS.Google,77251750,0
260,0,0,0,40,1,443,0,0,1,40,20,0,0,0,0,0,0,0,0,TLS,77251751,0
261,40,232,0,52,1,54355,40,1,1,52,22,8192,0,8192,0,1360,0,2,0,Unknown,77251752,0
262,151,4515497,4515,1345,12,34340,2127,14,1,112,27,29200,27960,29200,27960,1424,1410,7,7,SSH,77251753,0
263,143,32820,32,94,1,34010,143,1,2,94,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251754,0
264,3089,228415,228,3919,9,59367,3089,9,2,3919,0,0,0,0,0,0,0,0,0,QUIC.Google,77251755,0
265,40,1369,1,40,1,54390,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,77251756,0
266,115,34793,34,106,1,50664,115,1,2,106,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251757,0
267,110,35853,35,106,1,53361,110,1,2,106,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251758,0
268,220,74789,74,188,2,59020,220,2,2,188,0,0,0,0,0,0,0,0,0,DNS,77251759,0
269,143,35051,35,94,1,48194,143,1,2,94,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251760,0
270,40,286,0,52,1,63102,40,1,1,52,22,64240,0,64240,0,1372,0,8,0,Unknown,77251761,0
271,5419,23332776,23332,59399,76,46722,25539,68,1,3887,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251762,0
272,155,36347,36,106,1,46424,155,1,2,106,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251763,0
273,388,146165,146,188,2,37362,388,2,2,188,0,0,0,0,0,0,0,0,0,DNS,77251764,0
274,346,985,0,188,2,51082,346,2,2,188,0,0,0,0,0,0,0,0,0,DNS,77251765,0
275,156,605,0,124,2,53696,156,2,2,124,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251766,0
276,40,918,0,52,1,54791,40,1,1,52,22,64240,0,64240,0,1288,0,8,0,Unknown,77251767,0
277,40,228,0,52,1,10707,40,1,1,52,22,64240,0,64240,0,1420,0,8,0,Unknown,77251768,0
278,144,1076,1,83,1,65209,144,1,2,83,0,0,0,0,0,0,0,0,0,DNS.Google,77251769,0
279,4463,371268,371,2680,10,46308,4463,8,1,2680,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251770,0
280,176,1380,1,71,1,34373,176,1,2,71,0,0,0,0,0,0,0,0,0,DNS.OpenDNS,77251771,0
281,416,404866,404,407,6,43086,416,5,1,407,27,64240,64768,64240,64768,1460,1420,7,7,HTTP.UbuntuONE,77251772,0
282,5419,23741317,23741,59973,80,46724,25633,69,1,3894,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251773,0
283,5419,23772901,23772,47637,60,46726,21131,51,1,3894,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251774,0
284,5419,23774966,23774,50543,64,46728,22343,58,1,3894,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251775,0
285,5419,23777280,23777,50546,64,46730,22343,58,1,3893,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251776,0
286,5419,23779791,23779,47707,62,46732,21331,56,1,3893,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251777,0
287,40,272,0,48,1,54355,40,1,1,48,22,8192,0,8192,0,1360,0,0,0,Unknown,77251778,0
288,139,29534,29,72,1,37857,139,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,77251779,0
289,121,29457,29,74,1,53915,121,1,2,74,0,0,0,0,0,0,0,0,0,DNS.Google,77251780,0
290,95,28778,28,79,1,53394,95,1,2,79,0,0,0,0,0,0,0,0,0,DNS.Google,77251781,0
291,156,1101,1,124,2,36038,156,2,2,124,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251782,0
292,0,0,0,40,1,61953,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,77251783,0
293,0,0,0,131,1,47921,0,0,2,131,0,0,0,0,0,0,0,0,0,BitTorrent,77251784,0
294,190,1196,1,128,2,45673,190,2,2,128,0,0,0,0,0,0,0,0,0,DNS,77251785,0
295,104,242,0,72,1,47158,104,1,2,72,0,0,0,0,0,0,0,0,0,DNS,77251786,0
296,104,846,0,72,1,50585,104,1,2,72,0,0,0,0,0,0,0,0,0,DNS,77251787,0
297,104,955,0,72,1,60599,104,1,2,72,0,0,0,0,0,0,0,0,0,DNS,77251788,0
298,76,790,0,76,1,33288,76,1,2,76,0,0,0,0,0,0,0,0,0,NTP.Cloudflare,77251789,0
299,40,387,0,52,1,10721,40,1,1,52,22,64240,0,64240,0,1420,0,8,0,Unknown,77251790,0
300,60,4530439,4530,1345,12,55640,2569,14,1,60,27,29200,65160,29200,65160,1424,1460,7,7,SSH,77251791,0
301,193,303,0,88,1,1406,193,1,2,88,0,0,0,0,0,0,0,0,0,DNS.OpenDNS,77251792,0
302,114,28864,28,71,1,39814,114,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,77251793,0
303,40,1044,1,40,1,63196,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,77251794,0
304,126,30530,30,75,1,33554,126,1,2,75,0,0,0,0,0,0,0,0,0,DNS.Google,77251795,0
305,165,31095,31,90,1,52377,165,1,2,90,0,0,0,0,0,0,0,0,0,DNS.Google,77251796,0
306,193,266,0,88,1,8800,193,1,2,88,0,0,0,0,0,0,0,0,0,DNS.OpenDNS,77251797,0
307,101,208,0,72,1,38823,101,1,2,72,0,0,0,0,0,0,0,0,0,DNS,77251798,0
308,40,306,0,52,1,10724,40,1,1,52,22,64240,0,64240,0,1420,0,8,0,Unknown,77251799,0
309,40,203,0,52,1,54791,40,1,1,52,22,64240,0,64240,0,1288,0,8,0,Unknown,77251800,0
310,159,28747,28,71,1,59012,159,1,2,71,0,0,0,0,0,0,0,0,0,DNS.Google,77251801,0
311,89,27688,27,85,1,40884,89,1,2,85,0,0,0,0,0,0,0,0,0,DNS,77251802,0
312,89,27781,27,85,1,33671,89,1,2,85,0,0,0,0,0,0,0,0,0,DNS,77251803,0
313,89,27879,27,85,1,46599,89,1,2,85,0,0,0,0,0,0,0,0,0,DNS,77251804,0
314,89,27966,27,85,1,43706,89,1,2,85,0,0,0,0,0,0,0,0,0,DNS,77251805,0
315,88,42177,42,84,1,39616,88,1,2,84,0,0,0,0,0,0,0,0,0,DNS,77251806,0
316,77,72017,72,61,1,55963,77,1,2,61,0,0,0,0,0,0,0,0,0,DNS,77251807,0
317,40,150696,150,40,1,42310,40,1,1,40,16,11336,2053,11336,2053,0,0,0,0,TLS,77251808,0
318,722,177218,177,2437,4,57042,722,2,1,2437,24,517,130,517,128,0,0,0,0,TLS.Dropbox,77251809,0
319,88,91717,91,139,2,59625,88,1,1,139,24,517,2050,517,2050,0,0,0,0,TLS.Skype,77251810,0
320,6554,1930912,1930,63471,67,59368,16007,42,2,7657,0,0,0,0,0,0,0,0,0,QUIC.Google,77251811,0
321,205,301,0,88,1,58298,205,1,2,88,0,0,0,0,0,0,0,0,0,DNS.OpenDNS,77251812,0
322,40,316,0,40,1,80,40,1,1,40,22,17520,0,17520,0,0,0,0,0,HTTP,77251813,0
323,5419,25116193,25116,41969,58,46734,19187,49,1,3893,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251814,0
324,7563,6845528,6845,36018,49,46736,17071,43,1,12603,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251815,0
325,5419,25123847,25123,74139,93,46718,30707,81,1,3894,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251816,0
326,4276,34380336,34380,147106,181,46704,56579,145,1,910,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251817,0
327,102,3881,3,73,1,41563,102,1,2,73,0,0,0,0,0,0,0,0,0,DNS,77251818,0
328,363,16462,16,89,1,39759,363,1,2,89,0,0,0,0,0,0,0,0,0,DNS.Amazon,77251819,0
329,100,31708,31,84,1,36134,100,1,2,84,0,0,0,0,0,0,0,0,0,DNS,77251820,0
330,268,46948,46,79,1,34536,268,1,2,79,0,0,0,0,0,0,0,0,0,DNS.Amazon,77251821,0
331,364,49893,49,90,1,60860,364,1,2,90,0,0,0,0,0,0,0,0,0,DNS.Amazon,77251822,0
332,366,50395,50,92,1,46679,366,1,2,92,0,0,0,0,0,0,0,0,0,DNS.Amazon,77251823,0
333,999,29720,29,71,1,37828,999,1,2,71,0,0,0,0,0,0,0,0,0,DNS,77251824,0
334,1331,93151,93,334,6,33445,1331,4,1,334,27,64240,29200,64240,29200,1460,1460,7,7,DNS,77251825,0
335,122,128601,128,61,1,57030,122,1,2,61,0,0,0,0,0,0,0,0,0,DNS,77251826,0
336,126,86,0,71,1,59330,126,1,2,71,0,0,0,0,0,0,0,0,0,DNS,77251827,0
337,40,289,0,52,1,10725,40,1,1,52,22,64240,0,64240,0,1420,0,8,0,Unknown,77251828,0
338,64,5134012,5134,168,3,50003,104,2,1,104,24,1021,1022,1021,1022,0,0,0,0,TLS.TeamViewer,77251829,0
339,40,308,0,52,1,54791,40,1,1,52,22,64240,0,64240,0,1288,0,8,0,Unknown,77251830,0
340,52,35874,35,41,1,53036,52,1,1,41,16,1027,288,1027,288,0,0,0,0,Google,77251831,0
341,180,196677,196,94,1,56221,180,1,2,94,0,0,0,0,0,0,0,0,0,Unknown,77251832,0
342,40,1267,1,44,1,16847,40,1,1,44,22,30229,0,30229,0,1460,0,0,0,TLS,77251833,0
343,40,288,0,52,1,10733,40,1,1,52,22,64240,0,64240,0,1420,0,8,0,Unknown,77251834,0
344,60,7430288,7430,1345,12,34934,2263,16,1,60,27,29200,27960,29200,27960,1424,1410,7,7,SSH,77251835,0
345,400,96175578,96175,3704,51,50119,3054,58,1,856,24,65392,46632,65218,46632,0,0,0,0,TLS,77251836,0
346,52,39379,39,41,1,54258,52,1,1,41,16,1023,8059,1023,8059,0,0,0,0,TLS.Apple,77251837,0
347,88,48613,48,84,1,35969,88,1,2,84,0,0,0,0,0,0,0,0,0,DNS.GoogleDocs,77251838,0
348,154,49878,49,122,2,63094,154,2,2,122,0,0,0,0,0,0,0,0,0,DNS.GoogleDocs,77251839,0
349,325,41403,41,61,1,63094,325,1,2,61,0,0,0,0,0,0,0,0,0,DNS.GoogleDocs,77251840,0
350,300,433,0,118,2,2630,300,2,2,118,0,0,0,0,0,0,0,0,0,DNS,77251841,0
351,307,782,0,155,2,45000,307,2,2,155,0,0,0,0,0,0,0,0,0,DNS,77251842,0
352,1903,2822490,2822,1449,14,43096,2127,14,1,1241,27,64240,27960,64240,27960,1460,1410,7,7,SSH,77251843,0
353,0,0,0,132,1,11076,0,0,2,132,0,0,0,0,0,0,0,0,0,BitTorrent,77251844,0
354,0,0,0,160,1,0,0,0,3,160,0,0,0,0,0,0,0,0,0,ICMP,77251845,0
355,114,197,0,82,1,55520,114,1,2,82,0,0,0,0,0,0,0,0,0,DNS,77251846,0
356,181,1964,1,76,1,60371,181,1,2,76,0,0,0,0,0,0,0,0,0,DNS,77251847,0
357,121,1823,1,76,1,31225,121,1,2,76,0,0,0,0,0,0,0,0,0,DNS,77251848,0
358,92,304674,304,132,3,36495,92,2,1,132,19,8188,64240,8188,64240,1460,1460,8,7,DNS,77251849,0
359,0,0,0,40,1,43655,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,77251850,0
360,370,2537,2,819,2,443,370,1,1,819,24,71,1028,70,1028,0,0,0,0,TLS.Cloudflare,77251851,0
361,40,367,0,52,1,54791,40,1,1,52,22,64240,0,64240,0,1288,0,8,0,Unknown,77251852,0
362,60,15038949,15038,1501,15,47600,2127,14,1,60,27,29200,27960,29200,27960,1460,1410,7,7,SSH,77251853,0
363,92,236767,236,132,3,33014,92,2,1,132,19,8188,64240,8188,64240,1460,1460,8,7,DNS,77251854,0
364,40,1550,1,40,1,54390,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,77251855,0
365,64,5096334,5096,168,3,49791,104,2,1,104,24,32614,1022,32614,1022,0,0,0,0,TeamViewer,77251856,0
366,141,266037,266,96,1,34116,141,1,2,96,0,0,0,0,0,0,0,0,0,DNS,77251857,0
367,435,14943,14,92,1,36324,435,1,2,92,0,0,0,0,0,0,0,0,0,DNS,77251858,0
368,73,284394,284,73,1,59693,73,1,2,73,0,0,0,0,0,0,0,0,0,DNS,77251859,0
369,60,2983566,2983,1345,12,54700,2257,14,1,60,27,29200,64308,29200,64308,1460,1410,7,7,SSH,77251860,0
370,52,112641340,112641,728,14,80,728,14,1,52,16,501,501,501,501,0,0,0,0,HTTP,77251861,0
371,132,24883,24,84,1,57332,132,1,2,84,0,0,0,0,0,0,0,0,0,DNS,77251862,0
372,198,26417,26,122,2,48602,198,2,2,122,0,0,0,0,0,0,0,0,0,DNS,77251863,0
373,154,331,0,122,2,60351,154,2,2,122,0,0,0,0,0,0,0,0,0,DNS.Google,77251864,0
374,3354,166483,166,6205,11,60352,3354,10,2,6205,0,0,0,0,0,0,0,0,0,QUIC.Google,77251865,0
375,143,33300,33,72,1,52786,143,1,2,72,0,0,0,0,0,0,0,0,0,DNS.Google,77251866,0
376,5419,27434647,27434,79786,98,46714,32783,86,1,3892,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251867,0
377,5419,27435239,27435,71197,92,46716,29707,79,1,3895,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251868,0
378,141,265254,265,96,1,39186,141,1,2,96,0,0,0,0,0,0,0,0,0,DNS,77251869,0
379,73,267400,267,73,1,49725,73,1,2,73,0,0,0,0,0,0,0,0,0,DNS,77251870,0
380,156,8,0,72,1,55890,156,1,2,72,0,0,0,0,0,0,0,0,0,DNS,77251871,0
381,40,671,0,40,1,80,40,1,1,40,16,365,1026,365,1026,0,0,0,0,HTTP,77251872,0
382,40,162612,162,80,2,57432,40,1,1,80,22,1200,0,1024,0,0,0,0,0,Unknown,77251873,0
383,138,373,0,71,1,34717,138,1,2,71,0,0,0,0,0,0,0,0,0,DNS,77251874,0
384,0,0,0,60,1,50028,0,0,1,60,2,29200,0,29200,0,1460,0,7,0,SSH,77251875,0
385,0,0,0,88,1,0,0,0,3,88,0,0,0,0,0,0,0,0,0,ICMP,77251876,0
386,1207,5775966,5775,1361,12,53114,2127,14,1,237,27,14600,27960,14600,27960,1460,1410,7,7,SSH,77251877,0
387,131,28488,28,74,1,41718,131,1,2,74,0,0,0,0,0,0,0,0,0,DNS.Google,77251878,0
388,657,116165334,116165,2756,20,23768,3545,9,2,165,0,0,0,0,0,0,0,0,0,Unknown,77251879,0
389,657,116206382,116206,3149,22,9993,3480,8,2,165,0,0,0,0,0,0,0,0,0,Unknown,77251880,0
390,898,117650346,117650,16281,44,64203,10311,65,2,1480,0,0,0,0,0,0,0,0,0,Google,77251881,0
391,138,194,0,59,1,55736,138,1,2,59,0,0,0,0,0,0,0,0,0,DNS,77251882,0
392,183,239,0,55,1,3043,183,1,2,55,0,0,0,0,0,0,0,0,0,DNS,77251883,0
393,217,47473,47,98,1,48206,217,1,2,98,0,0,0,0,0,0,0,0,0,DNS,77251884,0
394,76,5157083,5157,204,3,39566,128,2,1,128,24,501,1028,501,1028,0,0,0,0,TeamViewer,77251885,0
395,64,39273,39,76,1,48989,64,1,2,76,0,0,0,0,0,0,0,0,0,DNS,77251886,0
396,183,329,0,55,1,2395,183,1,2,55,0,0,0,0,0,0,0,0,0,DNS,77251887,0
397,389,3881,3,811,2,443,389,1,1,811,24,88,514,86,514,0,0,0,0,TLS.Cloudflare,77251888,0
398,59,38864,38,71,1,56730,59,1,2,71,0,0,0,0,0,0,0,0,0,DNS,77251889,0
399,980,119614,119,370,6,59833,980,4,1,370,27,64240,28960,64240,28960,1460,1460,7,9,DNS,77251890,0
400,243,31387,31,158,2,51283,243,2,2,158,0,0,0,0,0,0,0,0,0,DNS.Google,77251891,0
401,2407,134317,134,198,2,443,2407,3,1,198,24,130,1028,130,1028,0,0,0,0,TLS.Dropbox,77251892,0
402,75,292856,292,59,1,53641,75,1,2,59,0,0,0,0,0,0,0,0,0,DNS,77251893,0
403,1111,118504,118,365,6,39477,1111,4,1,365,27,64240,28960,64240,28960,1460,1460,7,9,DNS,77251894,0
404,0,0,0,60,1,41054,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,77251895,0
405,40,289,0,52,1,56062,40,1,1,52,22,64240,0,64240,0,1460,0,8,0,Unknown,77251896,0
406,156,248,0,124,2,55116,156,2,2,124,0,0,0,0,0,0,0,0,0,DNS.Microsoft,77251897,0
407,8707,2499298,2499,5350,31,63095,18071,45,2,3790,0,0,0,0,0,0,0,0,0,QUIC.GoogleDocs,77251898,0
408,182,405,0,76,1,17191,182,1,2,76,0,0,0,0,0,0,0,0,0,DNS,77251899,0
409,259,407903,407,227,3,50250,259,3,2,227,0,0,0,0,0,0,0,0,0,DNS,77251900,0
410,0,7010011,7010,240,4,47690,0,0,1,60,2,29200,0,29200,0,1460,0,7,0,SSH,77251901,0
411,0,0,0,68,1,27015,0,0,2,68,0,0,0,0,0,0,0,0,0,Amazon,77251902,0
412,40,432,0,52,1,12006,40,1,1,52,22,64240,0,64240,0,1380,0,8,0,Unknown,77251903,0
413,48,1668424,1668,995,6,47921,946,5,2,164,0,0,0,0,0,0,0,0,0,STUN.Messenger,77251904,0
414,40,239,0,40,1,61953,40,1,1,40,22,1024,0,1024,0,0,0,0,0,LDAP,77251905,0
415,0,0,0,60,1,51098,0,0,1,60,2,64240,0,64240,0,1460,0,7,0,Unknown,77251906,0
416,76,715,0,76,1,46506,76,1,2,76,0,0,0,0,0,0,0,0,0,NTP.Cloudflare,77251907,0
417,40,263,0,52,1,56062,40,1,1,52,22,64240,0,64240,0,1460,0,8,0,Unknown,77251908,0
418,76,22959,22,76,1,59834,76,1,2,76,0,0,0,0,0,0,0,0,0,NTP,77251909,0
419,40,1203,1,44,1,15834,40,1,1,44,22,1024,0,1024,0,1460,0,0,0,Unknown,77251910,0
420,151,10775693,10775,2196,17,53156,2211,14,1,164,27,29200,27960,29200,27960,1460,1410,7,7,SSH,77251911,0
421,176,328,0,72,1,47384,176,1,2,72,0,0,0,0,0,0,0,0,0,DNS,77251912,0
422,40,310,0,52,1,12814,40,1,1,52,22,64240,0,64240,0,1380,0,8,0,Unknown,77251913,0
423,234,15965,15,88,1,52258,234,1,2,88,0,0,0,0,0,0,0,0,0,DNS.Dropbox,77251914,0
424,227,47024,47,87,1,46587,227,1,2,87,0,0,0,0,0,0,0,0,0,DNS.Dropbox,77251915,0
425,226,65254,65,130,2,53317,226,2,2,130,0,0,0,0,0,0,0,0,0,DNS.Dropbox,77251916,0
426,1078,53369414,53369,721,9,443,1315,6,1,239,29,130,1029,130,1024,0,0,0,0,TLS.Dropbox,77251917,0
427,137,28163,28,73,1,54589,137,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,77251918,0
428,151,4981280,4981,1553,16,44738,2127,14,1,112,27,29200,27960,29200,27960,1460,1410,7,7,SSH,77251919,0
429,0,7155971,7155,240,4,52696,0,0,1,60,2,64240,0,64240,0,1424,0,7,0,SSH,77251920,0
430,40,290,0,52,1,56062,40,1,1,52,22,64240,0,64240,0,1460,0,8,0,Unknown,77251921,0
431,5419,2229364,2229,4045,15,46844,5499,10,1,3894,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251922,0
432,4276,39151551,39151,135764,174,46706,52771,143,1,910,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251923,0
433,5419,30927684,30927,114623,133,46710,45487,124,1,3891,27,64240,65535,64240,65535,1460,1440,7,8,TLS.Microsoft,77251924,0
434,52,98026050,98026,608,8,80,416,8,1,76,24,1027,707,1027,707,0,0,0,0,HTTP.TeamViewer,77251925,0
435,0,9516742,9516,144,3,27145,0,0,2,48,0,0,0,0,0,0,0,0,0,STUN.Messenger,77251926,0
436,0,9516733,9516,228,3,0,0,0,3,76,0,0,0,0,0,0,0,0,0,ICMP,77251927,0
437,40,279,0,52,1,11654,40,1,1,52,22,64240,0,64240,0,1380,0,8,0,Unknown,77251928,0
438,9222,30277275,30277,716,12,443,18444,16,1,158,24,569,1026,485,1026,0,0,0,0,TLS.Dropbox,77251929,0
439,296,693657,693,2123,6,63324,500,7,1,2045,26,64240,65535,64240,65535,1460,1440,8,9,TLS.Dropbox,77251930,0
440,253,1849,1,99,1,58521,253,1,2,99,0,0,0,0,0,0,0,0,0,DNS.Yahoo,77251931,0
441,278,7878,7,120,2,43570,278,1,2,120,0,0,0,0,0,0,0,0,0,DNS.Yahoo,77251932,0
442,255,4055,4,71,1,30126,255,1,2,71,0,0,0,0,0,0,0,0,0,DNS,77251933,0
443,272,222,0,162,2,54658,272,2,2,162,0,0,0,0,0,0,0,0,0,DNS,77251934,0
444,883,40372,40,78,1,36038,883,1,2,78,0,0,0,0,0,0,0,0,0,DNS,77251935,0
445,114,789,0,94,1,37989,114,1,2,94,0,0,0,0,0,0,0,0,0,DNS,77251936,0
446,262,49227,49,240,4,43570,262,2,2,240,0,0,0,0,0,0,0,0,0,DNS.Yahoo,77251937,0
447,0,2,0,318,2,0,0,0,3,318,0,0,0,0,0,0,0,0,0,ICMP,77251938,0
448,40,1284,1,40,1,61953,40,1,1,40,22,1024,0,1024,0,0,0,0,0,Unknown,77251939,0
449,1389,4248021,4248,1345,12,43172,2257,14,1,729,27,29200,64308,29200,64308,1424,1410,7,7,SSH,77251940,0
450,0,0,0,40,1,58259,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,77251941,0
451,134,1016,1,86,1,40691,134,1,2,86,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,77251942,0
452,0,0,0,1258,1,49710,0,0,2,1258,0,0,0,0,0,0,0,0,0,Unknown,77251943,0
453,0,0,0,576,1,0,0,0,3,576,0,0,0,0,0,0,0,0,0,ICMP,77251944,0
454,0,0,0,40,1,51734,0,0,1,40,2,1024,0,1024,0,0,0,0,0,Unknown,77251945,0
455,79,1841521,1841,920,5,63533,2546,4,1,119,24,513,716,513,716,0,0,0,0,TLS,77251946,0
456,40,350,0,52,1,56062,40,1,1,52,22,64240,0,64240,0,1460,0,8,0,Unknown,77251947,0
457,215,76655,76,185,2,58212,215,1,1,185,24,513,7982,513,7982,0,0,0,0,TLS,77251948,0
458,60,4825255,4825,1345,12,54236,2127,14,1,60,27,29200,27960,29200,27960,1424,1410,7,7,SSH,77251949,0
459,141,1061,1,70,1,37001,141,1,2,70,0,0,0,0,0,0,0,0,0,DNS,77251950,0
460,40,865,0,40,1,50671,40,1,1,40,22,1024,0,1024,0,0,0,0,0,SMBv23,77251951,0
461,0,22127251,22127,375,3,51413,0,0,2,125,0,0,0,0,0,0,0,0,0,BitTorrent,77251952,0
462,0,22127305,22127,459,3,0,0,0,3,153,0,0,0,0,0,0,0,0,0,ICMP,77251953,0
463,129,30663,30,73,1,54834,129,1,2,73,0,0,0,0,0,0,0,0,0,DNS.Google,77251954,0
464,40,29197,29,80,2,62355,40,1,1,80,17,513,265,513,265,0,0,0,0,TLS.Google,77251955,0
465,40,334,0,52,1,12700,40,1,1,52,22,64240,0,64240,0,1380,0,8,0,Unknown,77251956,0
466,0,9385806,9385,144,3,63752,0,0,2,48,0,0,0,0,0,0,0,0,0,STUN.Messenger,77251957,0
467,0,9385833,9385,228,3,0,0,0,3,76,0,0,0,0,0,0,0,0,0,ICMP,77251958,0
468,0,0,0,131,1,47921,0,0,2,131,0,0,0,0,0,0,0,0,0,BitTorrent,77251959,0
469,76,5110794,5110,204,3,33544,128,2,1,128,24,501,1025,501,1025,0,0,0,0,TeamViewer,77251960,0
